t,c,w,R,Rate_c,Rate_w,
0.1,1.,-2.0729104585167e+027,-1.8084649863757e+024,1.8084649866514e+024,-1.7671207952474e+029,
0.2,1.,-4.938940101261e+027,-1.8084649863757e+024,1.8084649866514e+024,-1.7599557211405e+029,
0.3,1.,-7.7342072199966e+027,-1.8084649863757e+024,1.8084649866514e+024,-1.7529675533437e+029,
0.4,1.,-1.0460458947666e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.7461519240245e+029,
0.5,1.,-1.3119399280347e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.7395045731928e+029,
0.6,1.,-1.5712690142302e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.7330213460379e+029,
0.7,1.,-1.824195242474e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.7266981903318e+029,
0.8,1.,-2.070876699892e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.7205311538964e+029,
0.9,1.,-2.3114675704255e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.7145163821331e+029,
1.,1.,-2.5461182312003e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.7086501156137e+029,
1.1,1.,-2.7749753465174e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.7029286877308e+029,
1.2,1.,-2.9981819595244e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6973485224056e+029,
1.3,1.,-3.2158775816205e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6919061318532e+029,
1.4,1.,-3.428198279656e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6865981144023e+029,
1.5,1.,-3.6352767609787e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6814211523692e+029,
1.6,1.,-3.8372424563806e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6763720099842e+029,
1.7,1.,-4.0342216009957e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6714475313688e+029,
1.8,1.,-4.2263373132018e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6666446385636e+029,
1.9,1.,-4.4137096715727e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6619603296044e+029,
2.,1.,-4.596455789932e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6573916766454e+029,
2.1,1.,-4.7746898905533e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6529358241299e+029,
2.2,1.,-4.9485233755508e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6485899870049e+029,
2.3,1.,-5.1180648965112e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6443514489809e+029,
2.4,1.,-5.2834204224042e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6402175608336e+029,
2.5,1.,-5.4446933058163e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6361857387483e+029,
2.6,1.,-5.6019843475496e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6322534627049e+029,
2.7,1.,-5.7553918596252e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6284182749031e+029,
2.8,1.,-5.9050117267322e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6246777782254e+029,
2.9,1.,-6.050937466158e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6210296347397e+029,
3.,1.,-6.1932602862401e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6174715642377e+029,
3.1,1.,-6.3320691433739e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6140013428093e+029,
3.2,1.,-6.4674507976139e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6106168014533e+029,
3.3,1.,-6.5994898669009e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6073158247212e+029,
3.4,1.,-6.7282688799515e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6040963493949e+029,
3.5,1.,-6.8538683278409e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.6009563631977e+029,
3.6,1.,-6.9763667143128e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5978939035359e+029,
3.7,1.,-7.0958406048463e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5949070562725e+029,
3.8,1.,-7.2123646745122e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5919939545309e+029,
3.9,1.,-7.3260117546473e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5891527775275e+029,
4.,1.,-7.4368528783761e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5863817494343e+029,
4.1,1.,-7.5449573250091e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5836791382685e+029,
4.2,1.,-7.6503926633446e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5810432548101e+029,
4.3,1.,-7.7532247939013e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5784724515462e+029,
4.4,1.,-7.8535179901082e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.575965121641e+029,
4.5,1.,-7.9513349384778e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5735196979317e+029,
4.6,1.,-8.046736777787e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.571134651949e+029,
4.7,1.,-8.139783137291e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5688084929614e+029,
4.8,1.,-8.2305321739934e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5665397670439e+029,
4.9,1.,-8.3190406089963e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5643270561688e+029,
5.,1.,-8.4053637629528e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5621689773199e+029,
5.1,1.,-8.489555590644e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5600641816276e+029,
5.2,1.,-8.571668714703e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5580113535261e+029,
5.3,1.,-8.6517544585054e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5560092099311e+029,
5.4,1.,-8.7298628782481e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5540564994375e+029,
5.5,1.,-8.8060427942359e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5521520015378e+029,
5.6,1.,-8.8803418213964e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5502945258588e+029,
5.7,1.,-8.95280639904e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5484829114177e+029,
5.8,1.,-9.0234818198868e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5467160258965e+029,
5.9,1.,-9.0924122583754e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5449927649343e+029,
6.,1.,-9.1596407982738e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5433120514368e+029,
6.1,1.,-9.2252094596079e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5416728349035e+029,
6.2,1.,-9.2891592249255e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5400740907706e+029,
6.3,1.,-9.3515300649117e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5385148197709e+029,
6.4,1.,-9.4123609633717e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5369940473094e+029,
6.5,1.,-9.4716899415973e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5355108228538e+029,
6.6,1.,-9.5295540821313e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5340642193404e+029,
6.7,1.,-9.585989551945e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5326533325951e+029,
6.8,1.,-9.6410316250444e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5312772807676e+029,
6.9,1.,-9.6947147045168e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5299352037808e+029,
7.,1.,-9.7470723440343e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5286262627928e+029,
7.1,1.,-9.7981372688263e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.527349639673e+029,
7.2,1.,-9.8479413961328e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5261045364904e+029,
7.3,1.,-9.8965158551548e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5248901750148e+029,
7.4,1.,-9.9438910065103e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5237057962309e+029,
7.5,1.,-9.9900964612112e+028,-1.8084649863757e+024,1.8084649866514e+024,-1.5225506598634e+029,
7.6,1.,-1.0035161099171e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5214240439144e+029,
7.7,1.,-1.0079113087255e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5203252442123e+029,
7.8,1.,-1.0121979896886e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5192535739715e+029,
7.9,1.,-1.0163788321217e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5182083633633e+029,
8.,1.,-1.0204564491873e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5171889590969e+029,
8.1,1.,-1.0244333895289e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5161947240115e+029,
8.2,1.,-1.0283121388635e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5152250366778e+029,
8.3,1.,-1.0320951215359e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5142792910097e+029,
8.4,1.,-1.0357847020332e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5133568958854e+029,
8.5,1.,-1.0393831864636e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5124572747778e+029,
8.6,1.,-1.0428928239967e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5115798653945e+029,
8.7,1.,-1.0463158082705e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5107241193261e+029,
8.8,1.,-1.0496542787614e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5098895017034e+029,
8.9,1.,-1.0529103221221e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5090754908632e+029,
9.,1.,-1.0560859734859e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5082815780222e+029,
9.1,1.,-1.0591832177381e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5075072669592e+029,
9.2,1.,-1.0622039907573e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5067520737044e+029,
9.3,1.,-1.0651501806248e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5060155262375e+029,
9.4,1.,-1.0680236288054e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5052971641923e+029,
9.5,1.,-1.0708261312976e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5045965385693e+029,
9.6,1.,-1.0735594397567e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5039132114545e+029,
9.7,1.,-1.0762252625896e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5032467557463e+029,
9.8,1.,-1.0788252660221e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5025967548882e+029,
9.9,1.,-1.0813610751412e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5019628026084e+029,
10.,1.,-1.0838342749101e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5013445026662e+029,
10.1,1.,-1.086246411159e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5007414686039e+029,
10.2,1.,-1.0885989915518e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.5001533235057e+029,
10.3,1.,-1.0908934865278e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4995796997617e+029,
10.4,1.,-1.0931313302209e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4990202388385e+029,
10.5,1.,-1.0953139213564e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4984745910546e+029,
10.6,1.,-1.0974426241248e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4979424153625e+029,
10.7,1.,-1.0995187690345e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4974233791351e+029,
10.8,1.,-1.1015436537438e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4969171579577e+029,
10.9,1.,-1.1035185438714e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4964234354258e+029,
11.,1.,-1.1054446737881e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4959419029467e+029,
11.1,1.,-1.1073232473877e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4954722595468e+029,
11.2,1.,-1.1091554388398e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4950142116837e+029,
11.3,1.,-1.1109423933238e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4945674730627e+029,
11.4,1.,-1.1126852277445e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4941317644576e+029,
11.5,1.,-1.1143850314299e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4937068135362e+029,
11.6,1.,-1.1160428668128e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4932923546905e+029,
11.7,1.,-1.1176597700943e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4928881288701e+029,
11.8,1.,-1.1192367518915e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4924938834208e+029,
11.9,1.,-1.1207747978694e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4921093719263e+029,
12.,1.,-1.1222748693568e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4917343540545e+029,
12.1,1.,-1.1237379039472e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4913685954069e+029,
12.2,1.,-1.1251648160849e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4910118673725e+029,
12.3,1.,-1.1265564976363e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4906639469846e+029,
12.4,1.,-1.1279138184479e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4903246167817e+029,
12.5,1.,-1.1292376268892e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4899936646714e+029,
12.6,1.,-1.1305287503836e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4896708837978e+029,
12.7,1.,-1.1317879959253e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4893560724124e+029,
12.8,1.,-1.1330161505839e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4890490337477e+029,
12.9,1.,-1.1342139819959e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4887495758947e+029,
13.,1.,-1.1353822388449e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4884575116825e+029,
13.1,1.,-1.1365216513296e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4881726585613e+029,
13.2,1.,-1.1376329316198e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4878948384887e+029,
13.3,1.,-1.1387167743018e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4876238778182e+029,
13.4,1.,-1.1397738568127e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4873596071905e+029,
13.5,1.,-1.1408048398635e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4871018614278e+029,
13.6,1.,-1.141810367852e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4868504794307e+029,
13.7,1.,-1.1427910692659e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4866053040772e+029,
13.8,1.,-1.1437475570758e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4863661821247e+029,
13.9,1.,-1.1446804291174e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4861329641143e+029,
14.,1.,-1.1455902684663e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4859055042771e+029,
14.1,1.,-1.1464776438016e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4856836604433e+029,
14.2,1.,-1.1473431097618e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4854672939532e+029,
14.3,1.,-1.1481872072913e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4852562695709e+029,
14.4,1.,-1.1490104639786e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.485050455399e+029,
14.5,1.,-1.1498133943858e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4848497227972e+029,
14.6,1.,-1.1505965003706e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.484653946301e+029,
14.7,1.,-1.1513602713998e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4844630035437e+029,
14.8,1.,-1.1521051848551e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4842767751799e+029,
14.9,1.,-1.1528317063316e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4840951448108e+029,
15.,1.,-1.153540289929e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4839179989114e+029,
15.1,1.,-1.154231378535e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4837452267599e+029,
15.2,1.,-1.1549054041025e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4835767203681e+029,
15.3,1.,-1.1555627879195e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4834123744138e+029,
15.4,1.,-1.1562039408722e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4832520861756e+029,
15.5,1.,-1.1568292637021e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4830957554682e+029,
15.6,1.,-1.1574391472563e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4829432845796e+029,
15.7,1.,-1.158033972732e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4827945782107e+029,
15.8,1.,-1.1586141119143e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4826495434151e+029,
15.9,1.,-1.1591799274091e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4825080895414e+029,
16.,1.,-1.1597317728696e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4823701281763e+029,
16.1,1.,-1.1602699932171e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4822355730894e+029,
16.2,1.,-1.1607949248569e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4821043401795e+029,
16.3,1.,-1.1613068958883e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4819763474216e+029,
16.4,1.,-1.1618062263099e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4818515148162e+029,
16.5,1.,-1.1622932282195e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4817297643388e+029,
16.6,1.,-1.1627682060091e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4816110198914e+029,
16.7,1.,-1.1632314565553e+029,-1.8084649863757e+024,1.8084649866514e+024,-1.4814952072549e+029,
