t,DIST,MolHoldUpStill,L,V,
1.,0.90909090909091,999.09090909091,9.0909090909091,10.,
2.,1.8181818181818,998.18181818182,9.0909090909091,10.,
3.,2.7272727272727,997.27272727273,9.0909090909091,10.,
4.,3.6363636363636,996.36363636364,9.0909090909091,10.,
5.,4.5454545454545,995.45454545455,9.0909090909091,10.,
6.,5.4545454545455,994.54545454545,9.0909090909091,10.,
7.,6.3636363636364,993.63636363636,9.0909090909091,10.,
8.,7.2727272727273,992.72727272727,9.0909090909091,10.,
9.,8.1818181818182,991.81818181818,9.0909090909091,10.,
10.,9.0909090909091,990.90909090909,9.0909090909091,10.,
11.,10.,990.,9.0909090909091,10.,
12.,10.909090909091,989.09090909091,9.0909090909091,10.,
13.,11.818181818182,988.18181818182,9.0909090909091,10.,
14.,12.727272727273,987.27272727273,9.0909090909091,10.,
15.,13.636363636364,986.36363636364,9.0909090909091,10.,
16.,14.545454545455,985.45454545454,9.0909090909091,10.,
17.,15.454545454545,984.54545454545,9.0909090909091,10.,
18.,16.363636363636,983.63636363636,9.0909090909091,10.,
19.,17.272727272727,982.72727272727,9.0909090909091,10.,
20.,18.181818181818,981.81818181818,9.0909090909091,10.,
21.,19.090909090909,980.90909090909,9.0909090909091,10.,
22.,20.,980.,9.0909090909091,10.,
23.,20.909090909091,979.09090909091,9.0909090909091,10.,
24.,21.818181818182,978.18181818182,9.0909090909091,10.,
25.,22.727272727273,977.27272727273,9.0909090909091,10.,
26.,23.636363636364,976.36363636363,9.0909090909091,10.,
27.,24.545454545455,975.45454545454,9.0909090909091,10.,
28.,25.454545454545,974.54545454545,9.0909090909091,10.,
29.,26.363636363636,973.63636363636,9.0909090909091,10.,
30.,27.272727272727,972.72727272727,9.0909090909091,10.,
31.,28.181818181818,971.81818181818,9.0909090909091,10.,
32.,29.090909090909,970.90909090909,9.0909090909091,10.,
33.,30.,970.,9.0909090909091,10.,
34.,30.909090909091,969.09090909091,9.0909090909091,10.,
35.,31.818181818182,968.18181818182,9.0909090909091,10.,
36.,32.727272727273,967.27272727272,9.0909090909091,10.,
37.,33.636363636364,966.36363636363,9.0909090909091,10.,
38.,34.545454545454,965.45454545454,9.0909090909091,10.,
39.,35.454545454545,964.54545454545,9.0909090909091,10.,
40.,36.363636363636,963.63636363636,9.0909090909091,10.,
41.,37.272727272727,962.72727272727,9.0909090909091,10.,
42.,38.181818181818,961.81818181818,9.0909090909091,10.,
43.,39.090909090909,960.90909090909,9.0909090909091,10.,
44.,40.,960.,9.0909090909091,10.,
45.,40.909090909091,959.09090909091,9.0909090909091,10.,
46.,41.818181818182,958.18181818181,9.0909090909091,10.,
47.,42.727272727273,957.27272727272,9.0909090909091,10.,
48.,43.636363636364,956.36363636363,9.0909090909091,10.,
49.,44.545454545454,955.45454545454,9.0909090909091,10.,
50.,45.454545454545,954.54545454545,9.0909090909091,10.,
51.,46.363636363636,953.63636363636,9.0909090909091,10.,
52.,47.272727272727,952.72727272727,9.0909090909091,10.,
53.,48.181818181818,951.81818181818,9.0909090909091,10.,
54.,49.090909090909,950.90909090909,9.0909090909091,10.,
55.,50.,950.,9.0909090909091,10.,
56.,50.909090909091,949.0909090909,9.0909090909091,10.,
57.,51.818181818182,948.18181818181,9.0909090909091,10.,
58.,52.727272727273,947.27272727272,9.0909090909091,10.,
59.,53.636363636364,946.36363636363,9.0909090909091,10.,
60.,54.545454545454,945.45454545454,9.0909090909091,10.,
61.,55.454545454545,944.54545454545,9.0909090909091,10.,
62.,56.363636363636,943.63636363636,9.0909090909091,10.,
63.,57.272727272727,942.72727272727,9.0909090909091,10.,
64.,58.181818181818,941.81818181818,9.0909090909091,10.,
65.,59.090909090909,940.90909090909,9.0909090909091,10.,
66.,60.,939.99999999999,9.0909090909091,10.,
67.,60.909090909091,939.0909090909,9.0909090909091,10.,
68.,61.818181818182,938.18181818181,9.0909090909091,10.,
69.,62.727272727273,937.27272727272,9.0909090909091,10.,
70.,63.636363636363,936.36363636363,9.0909090909091,10.,
71.,64.545454545454,935.45454545454,9.0909090909091,10.,
72.,65.454545454545,934.54545454545,9.0909090909091,10.,
73.,66.363636363636,933.63636363636,9.0909090909091,10.,
74.,67.272727272727,932.72727272727,9.0909090909091,10.,
75.,68.181818181818,931.81818181818,9.0909090909091,10.,
76.,69.090909090909,930.90909090908,9.0909090909091,10.,
77.,70.,929.99999999999,9.0909090909091,10.,
78.,70.909090909091,929.0909090909,9.0909090909091,10.,
79.,71.818181818182,928.18181818181,9.0909090909091,10.,
80.,72.727272727273,927.27272727272,9.0909090909091,10.,
81.,73.636363636363,926.36363636363,9.0909090909091,10.,
82.,74.545454545454,925.45454545454,9.0909090909091,10.,
83.,75.454545454545,924.54545454545,9.0909090909091,10.,
84.,76.363636363636,923.63636363636,9.0909090909091,10.,
85.,77.272727272727,922.72727272727,9.0909090909091,10.,
86.,78.181818181818,921.81818181817,9.0909090909091,10.,
87.,79.090909090909,920.90909090908,9.0909090909091,10.,
88.,80.,919.99999999999,9.0909090909091,10.,
89.,80.909090909091,919.0909090909,9.0909090909091,10.,
90.,81.818181818182,918.18181818181,9.0909090909091,10.,
91.,82.727272727273,917.27272727272,9.0909090909091,10.,
92.,83.636363636363,916.36363636363,9.0909090909091,10.,
93.,84.545454545454,915.45454545454,9.0909090909091,10.,
94.,85.454545454545,914.54545454545,9.0909090909091,10.,
95.,86.363636363636,913.63636363636,9.0909090909091,10.,
96.,87.272727272727,912.72727272726,9.0909090909091,10.,
97.,88.181818181818,911.81818181817,9.0909090909091,10.,
98.,89.090909090909,910.90909090908,9.0909090909091,10.,
99.,90.,909.99999999999,9.0909090909091,10.,
100.,90.909090909091,909.0909090909,9.0909090909091,10.,
101.,91.818181818182,908.18181818181,9.0909090909091,10.,
102.,92.727272727273,907.27272727272,9.0909090909091,10.,
103.,93.636363636363,906.36363636363,9.0909090909091,10.,
104.,94.545454545454,905.45454545454,9.0909090909091,10.,
105.,95.454545454545,904.54545454545,9.0909090909091,10.,
106.,96.363636363636,903.63636363635,9.0909090909091,10.,
107.,97.272727272727,902.72727272726,9.0909090909091,10.,
108.,98.181818181818,901.81818181817,9.0909090909091,10.,
109.,99.090909090909,900.90909090908,9.0909090909091,10.,
110.,100.,899.99999999999,9.0909090909091,10.,
111.,100.90909090909,899.0909090909,9.0909090909091,10.,
112.,101.81818181818,898.18181818181,9.0909090909091,10.,
113.,102.72727272727,897.27272727272,9.0909090909091,10.,
114.,103.63636363636,896.36363636363,9.0909090909091,10.,
115.,104.54545454545,895.45454545454,9.0909090909091,10.,
116.,105.45454545455,894.54545454545,9.0909090909091,10.,
117.,106.36363636364,893.63636363635,9.0909090909091,10.,
118.,107.27272727273,892.72727272726,9.0909090909091,10.,
119.,108.18181818182,891.81818181817,9.0909090909091,10.,
120.,109.09090909091,890.90909090908,9.0909090909091,10.,
121.,110.,889.99999999999,9.0909090909091,10.,
122.,110.90909090909,889.0909090909,9.0909090909091,10.,
123.,111.81818181818,888.18181818181,9.0909090909091,10.,
124.,112.72727272727,887.27272727272,9.0909090909091,10.,
125.,113.63636363636,886.36363636363,9.0909090909091,10.,